id_property,name,stars,address,country,city,latitude,longitude,rating,subratings,trip_types
2,Parador de Benavente,4,"PASEO DE RAMON Y CAJAL,S/N  ",es,BENAVENTE,41.998257,-5.680993,3.5,"[{""rating_image_url"":""https:\/\/static.tacdn.com\/img2\/ratings\/traveler\/ss4.0.gif"",""name"":""rate_location"",""value"":""4.0"",""localized_name"":""Location""},{""rating_image_url"":""https:\/\/static.tacdn.com\/img2\/ratings\/traveler\/ss4.0.gif"",""name"":""rate_sleep"",""value"":""4.0"",""localized_name"":""Sleep Quality""},{""rating_image_url"":""https:\/\/static.tacdn.com\/img2\/ratings\/traveler\/ss4.0.gif"",""name"":""rate_room"",""value"":""4.0"",""localized_name"":""Rooms""},{""rating_image_url"":""https:\/\/static.tacdn.com\/img2\/ratings\/traveler\/ss4.0.gif"",""name"":""rate_service"",""value"":""4.0"",""localized_name"":""Service""},{""rating_image_url"":""https:\/\/static.tacdn.com\/img2\/ratings\/traveler\/ss3.5.gif"",""name"":""rate_value"",""value"":""3.5"",""localized_name"":""Value""},{""rating_image_url"":""https:\/\/static.tacdn.com\/img2\/ratings\/traveler\/ss4.0.gif"",""name"":""rate_cleanliness"",""value"":""4.0"",""localized_name"":""Cleanliness""}]","[{""name"":""business"",""value"":""12"",""localized_name"":""Business""},{""name"":""couples"",""value"":""79"",""localized_name"":""Couples""},{""name"":""solo"",""value"":""1"",""localized_name"":""Solo travel""},{""name"":""family"",""value"":""42"",""localized_name"":""Family""},{""name"":""friends"",""value"":""14"",""localized_name"":""Friends getaway""}]"
